DateTime,Date,Time,Year,Month,Day,Hour,Open,High,Low,Close,Volume,Price_Change,Price_Change_Percent
2024-07-18 04:00:00-04:00,2024-07-18,04:00:00,2024,7,18,4,2475.5,2477.10009765625,2469.0,2469.39990234375,6422,-5.900146484375,-0.23836086001647327
2024-07-18 05:00:00-04:00,2024-07-18,05:00:00,2024,7,18,5,2469.39990234375,2471.0,2468.10009765625,2468.89990234375,6180,-0.5,-0.020247834282549615
2024-07-18 06:00:00-04:00,2024-07-18,06:00:00,2024,7,18,6,2468.89990234375,2469.5,2464.699951171875,2467.300048828125,7240,-1.599853515625,-0.06480025837038994
2024-07-18 07:00:00-04:00,2024-07-18,07:00:00,2024,7,18,7,2467.300048828125,2469.800048828125,2465.39990234375,2467.699951171875,3809,0.39990234375,0.016208095320213722
2024-07-18 08:00:00-04:00,2024-07-18,08:00:00,2024,7,18,8,2467.89990234375,2472.39990234375,2465.800048828125,2467.199951171875,12783,-0.5,-0.020261782627284397
2024-07-18 09:00:00-04:00,2024-07-18,09:00:00,2024,7,18,9,2467.199951171875,2469.5,2460.199951171875,2468.199951171875,23735,1.0,0.040531777715258066
2024-07-18 10:00:00-04:00,2024-07-18,10:00:00,2024,7,18,10,2468.0,2473.199951171875,2463.199951171875,2471.699951171875,21816,3.5,0.14180374642411842
2024-07-18 11:00:00-04:00,2024-07-18,11:00:00,2024,7,18,11,2470.800048828125,2472.39990234375,2464.300048828125,2464.39990234375,11748,-7.300048828125,-0.2953452673195245
2024-07-18 12:00:00-04:00,2024-07-18,12:00:00,2024,7,18,12,2464.5,2465.300048828125,2458.800048828125,2459.10009765625,10208,-5.2998046875,-0.215054573020379
2024-07-18 13:00:00-04:00,2024-07-18,13:00:00,2024,7,18,13,2459.199951171875,2460.39990234375,2454.39990234375,2459.300048828125,17775,0.199951171875,0.008131070876915558
2024-07-18 14:00:00-04:00,2024-07-18,14:00:00,2024,7,18,14,2459.300048828125,2459.5,2453.60009765625,2454.300048828125,5259,-5.0,-0.20330988088999025
