Date,Close,High,Low,Open,Volume,Adj Close,Daily_Return,MA_20,MA_50,MA_200,Volatility_20,Year,Month,Day_of_Week,Quarter
17-03-2016,120.1299973,121.1800003,120.0299988,121.1600037,9914300,120.1299973,-0.381457085,118.9025002,,,1.160713937,2016,3,3,1
18-03-2016,119.8000031,120.3399963,119.5100021,119.5899963,16965900,119.8000031,-0.274697585,119.0135002,,,1.152876407,2016,3,4,1
21-03-2016,118.9599991,119.3300018,118.7300034,119,7240600,118.9599991,-0.701171908,119.1870003,,,1.083671246,2016,3,0,1
22-03-2016,119.3099976,120.1600037,118.9599991,119.7300034,6786800,119.3099976,0.294215263,119.2915001,,,1.037525486,2016,3,1,1
23-03-2016,116.6100006,117.1200027,116.1600037,116.7399979,15993700,116.6100006,-2.263009809,119.2415001,,,1.161028096,2016,3,2,1
24-03-2016,116.3300018,116.9400024,116.3000031,116.7699966,6280900,116.3300018,-0.24011558,119.1620003,,,1.159643239,2016,3,3,1
28-03-2016,116.5999985,116.9100037,116.2699966,116.7300034,3879100,116.5999985,0.232095452,119.1365002,,,1.151737084,2016,3,0,1
29-03-2016,118.7600021,118.8099976,116.8000031,117.3600006,14472400,118.7600021,1.8524903,119.1425003,,,1.190541413,2016,3,1,1
30-03-2016,117.0999985,118.1999969,116.9100037,117.8799973,10769100,117.0999985,-1.397780088,119.1090004,,,1.221302261,2016,3,2,1
31-03-2016,117.6399994,118.3899994,117.5999985,118.1600037,9348200,117.6399994,0.461145109,119.0570004,,,1.21259585,2016,3,3,1
01-04-2016,116.9300003,116.9800034,115.5500031,116.0800018,10405400,116.9300003,-0.603535437,118.8670002,,,1.144177647,2016,4,4,2
04-04-2016,116.1500015,116.7300034,116.0699997,116.6699982,7643700,116.1500015,-0.66706472,118.6475002,,,1.149928688,2016,4,0,2
05-04-2016,117.6600037,117.9300003,117.1500015,117.7600021,8865900,117.6600037,1.30004487,118.4735004,,,1.188139945,2016,4,1,2
06-04-2016,116.9400024,117.3899994,116.2600021,116.6999969,7549400,116.9400024,-0.611933706,118.2915005,,,1.190751948,2016,4,2,2
07-04-2016,118.6100006,118.8499985,115,118.6500015,11900500,118.6100006,1.428081182,118.2430004,,,1.22898791,2016,4,3,2
08-04-2016,118.4300003,118.7699966,117.9800034,118.0699997,9078900,118.4300003,-0.151758118,118.0895004,,,1.166878384,2016,4,4,2
11-04-2016,120.0299988,120.3000031,119.4199982,119.4700012,9846000,120.0299988,1.351007743,118.1205002,116.9394002,,1.147329929,2016,4,0,2
12-04-2016,120.0500031,120.3499985,119.5500031,120.2300034,9689500,120.0500031,0.016666061,118.2295002,117.2014003,,1.104504453,2016,4,1,2
13-04-2016,118.7699966,119.4300003,118.5599976,119.3700027,8841500,118.7699966,-1.066227719,118.2700001,117.4158002,,1.134787577,2016,4,2,2
14-04-2016,117.1100006,118.1900024,116.9499969,118.0899963,13165800,117.1100006,-1.397656041,118.0960003,117.5962003,,1.053423184,2016,4,3,2
15-04-2016,117.9199982,118.1200027,117.1900024,117.3300018,7838100,117.9199982,0.691655328,117.9855003,117.7696002,,1.0677644,2016,4,4,2
18-04-2016,117.7399979,118.5599976,117.6299973,118.5299988,5809800,117.7399979,-0.152646123,117.8825001,117.9130002,,1.066985962,2016,4,0,2
19-04-2016,119.5800018,120.0899963,119.3700027,119.8700027,21031500,119.5800018,1.562768813,117.9135002,118.0582002,,1.116692905,2016,4,1,2
20-04-2016,118.9700012,120.0800018,118.7200012,119.6699982,10233200,118.9700012,-0.510119252,117.8965004,118.1610002,,1.121223987,2016,4,2,2
21-04-2016,119.4199982,120.5500031,119.1299973,120.4199982,14612800,119.4199982,0.378244048,118.0370003,118.2778001,,0.989486353,2016,4,3,2
22-04-2016,117.8899994,119.0199966,117.2799988,118.7099991,10047000,117.8899994,-1.281191428,118.1150002,118.3464001,,1.035930541,2016,4,4,2
25-04-2016,118.2300034,118.7099991,118.1100006,118.1399994,4369400,118.2300034,0.288407812,118.1965004,118.3298003,,1.036465782,2016,4,0,2
26-04-2016,118.6999969,118.8899994,118.4499969,118.7900009,9906800,118.6999969,0.397524806,118.1935001,118.3366002,,0.952788192,2016,4,1,2
27-04-2016,119.0400009,119.6999969,118.4300003,118.9700012,7976400,119.0400009,0.286439744,118.2905003,118.4220003,,0.895272048,2016,4,2,2
28-04-2016,121.2900009,121.4199982,119.7300034,119.9199982,15133600,121.2900009,1.890120953,118.4730003,118.5382002,,0.979816571,2016,4,3,2
29-04-2016,123.6500015,123.9300003,122.3399963,122.4300003,19043900,123.6500015,1.945750344,118.8090004,118.6454002,,1.039604929,2016,4,4,2
02-05-2016,123.2399979,123.9599991,123.0500031,123.7799988,12137500,123.2399979,-0.331584033,119.1635002,118.7586002,,1.026054638,2016,5,0,2
03-05-2016,122.9599991,123.8199997,122.5100021,123.7300034,9063600,122.9599991,-0.227197975,119.4285,118.9080002,,1.004446156,2016,5,1,2
04-05-2016,122.2099991,123.2300034,121.5100021,122.8499985,9398200,122.2099991,-0.609954461,119.6919998,119.0078001,,1.004359419,2016,5,2,2
05-05-2016,122.0699997,122.7300034,121.25,122.6299973,8846900,122.0699997,-0.114556412,119.8649998,119.0970001,,0.965625294,2016,5,3,2
06-05-2016,123.1800003,123.8099976,122.5899963,122.8300018,11366800,123.1800003,0.90931483,120.1024998,119.2022002,,0.97735032,2016,5,4,2
09-05-2016,120.6500015,121.2900009,120.5899963,121.1999969,9236200,120.6500015,-2.053903859,120.1334999,119.2730002,,1.059636628,2016,5,0,2
10-05-2016,120.9800034,121.3799973,120.0800018,120.7399979,9845000,120.9800034,0.273519956,120.1799999,119.3198003,,1.06100821,2016,5,1,2
11-05-2016,122.1200027,122.1600037,121.3799973,121.8499985,7590100,122.1200027,0.942303982,120.3475002,119.4068004,,1.045338619,2016,5,2,2
12-05-2016,121.1600037,122.3899994,121,122.0199966,7447100,121.1600037,-0.786111254,120.5500004,119.4564005,,1.006065425,2016,5,3,2
13-05-2016,121.7099991,121.8600006,120.6600037,121.0899963,7672800,121.7099991,0.453941405,120.7395004,119.4760004,,1.001031217,2016,5,4,2
16-05-2016,121.8000031,122.9700012,121.3799973,122.9300003,7103000,121.8000031,0.073949526,120.9425007,119.5012004,,0.998549274,2016,5,0,2
17-05-2016,122.2200012,122.5199966,121.4800034,121.5800018,8619800,122.2200012,0.344826074,121.0745007,119.5228004,,0.945131007,2016,5,1,2
18-05-2016,120.0999985,121.9199982,119.8799973,121.2200012,13381700,120.0999985,-1.734579222,121.1310005,119.5132004,,1.024018832,2016,5,2,2
19-05-2016,119.8700027,119.9800034,118.9199982,119,14339700,119.8700027,-0.191503522,121.1535007,119.5190004,,1.022396693,2016,5,3,2
20-05-2016,119.7099991,120.3199997,119.3099976,120.1900024,10379400,119.7099991,-0.133480986,121.2445007,119.4832004,,0.976474137,2016,5,4,2
23-05-2016,119.3700027,119.5999985,118.75,118.8600006,8628200,119.3700027,-0.284016657,121.3015007,119.4824004,,0.97846694,2016,5,0,2
24-05-2016,117.3000031,118.2300034,117.25,118.1699982,12772000,117.3000031,-1.734103751,121.231501,119.4710004,,1.052226801,2016,5,1,2
25-05-2016,116.9800034,117.0599976,116.3199997,116.5899963,10487300,116.9800034,-0.272804507,121.1285011,119.4514005,,1.050131217,2016,5,2,2
26-05-2016,116.5800018,117.6299973,116.3899994,117.5699997,5893500,116.5800018,-0.341940088,120.8930012,119.3712006,,0.942614598,2016,5,3,2
27-05-2016,115.6200027,116.3600006,115.2900009,116.2699966,8686700,115.6200027,-0.823468064,120.4915012,119.2810007,,0.805192769,2016,5,4,2
31-05-2016,116.0599976,116.4000015,115.5,115.7600021,8187600,116.0599976,0.380552501,120.1325012,119.2062006,,0.820809695,2016,5,1,2
01-06-2016,115.9400024,116.1399994,115.1999969,115.9700012,8399600,115.9400024,-0.103390591,119.7815014,119.1458006,,0.821825787,2016,6,2,2
02-06-2016,115.6699982,115.9700012,115.5800018,115.7799988,4591600,115.6699982,-0.232882756,119.4545013,119.0730006,,0.818424065,2016,6,3,2
03-06-2016,118.8799973,118.8899994,118.2300034,118.25,14605100,118.8799973,2.775135416,119.2950012,119.1184006,,1.065386008,2016,6,4,2
06-06-2016,118.9199982,119.1699982,118.4599991,118.8899994,9887900,118.9199982,0.033648146,119.0820011,119.1702005,,1.038205393,2016,6,0,2
07-06-2016,118.8199997,119.0199966,118.4100037,118.5,4602900,118.8199997,-0.084088863,118.990501,119.2146005,,0.938830044,2016,6,1,2
08-06-2016,120.5800018,120.7799988,120.2300034,120.3000031,11661700,120.5800018,1.481233917,118.9705009,119.2510005,,0.999141757,2016,6,2,2
09-06-2016,121.25,121.4800034,120.5500031,120.6100006,12174000,121.25,0.555646176,118.9270008,119.3340005,,0.983323478,2016,6,3,2
10-06-2016,121.7399979,122.0999985,121.1800003,121.5500031,13940000,121.7399979,0.40412195,118.9560005,119.4160005,,0.971171041,2016,6,4,2
13-06-2016,122.6399994,122.8300018,122.0299988,122.8000031,12594200,122.6399994,0.7392817,119.0025005,119.5302005,,0.979809899,2016,6,0,2
14-06-2016,122.7699966,123.0599976,122.3000031,123,11651700,122.7699966,0.105999066,119.0510002,119.6626004,,0.979890063,2016,6,1,2
15-06-2016,123.6800003,123.8700027,122.3799973,122.5199966,15053000,123.6800003,0.741226429,119.1240002,119.7830003,,0.990244838,2016,6,2,2
16-06-2016,122.3799973,125.6699982,122.2300034,125.1699982,26635000,122.3799973,-1.051102077,119.2380001,119.8918002,,0.935169004,2016,6,3,2
17-06-2016,123.9499969,124.0999985,122.6900024,123.2600021,15573800,123.9499969,1.28288914,119.4419998,119.9986002,,0.968643638,2016,6,4,2
20-06-2016,123.2099991,123.3300018,122.1299973,122.2600021,11866200,123.2099991,-0.597013217,119.6169998,120.0942001,,0.981791795,2016,6,0,2
21-06-2016,120.8399963,121.8600006,120.7699966,121.6500015,14585600,120.8399963,-1.92354741,119.6904995,120.1104001,,1.083053712,2016,6,1,2
22-06-2016,120.9000015,121.25,120.6800003,120.8300018,7861000,120.9000015,0.049656728,119.8704994,120.1274001,,0.996973295,2016,6,2,2
23-06-2016,120.1100006,121.0299988,120.0599976,120.4899979,10704900,120.1100006,-0.653433338,120.0269993,120.1542001,,1.009147429,2016,6,3,2
24-06-2016,126,126.8199997,125,126.6200027,35782900,126,4.903837615,120.4979992,120.3320001,,1.459405324,2016,6,4,2
27-06-2016,126.6800003,127.0500031,125.8300018,126.4400024,21228800,126.6800003,0.539682782,121.0509991,120.5072002,,1.43084962,2016,6,0,2
28-06-2016,125.3199997,126.0199966,125.0599976,125.5599976,16001500,125.3199997,-1.073571682,121.5139992,120.6588002,,1.471850427,2016,6,1,2
29-06-2016,125.8399963,126.8099976,125.6999969,125.9100037,12218400,125.8399963,0.414935082,122.0089989,120.7840001,,1.467174995,2016,6,2,2
30-06-2016,126.4700012,126.5199966,125.5,125.9499969,15981600,126.4700012,0.500639623,122.548999,120.9340001,,1.459126199,2016,6,3,2
01-07-2016,128.4100037,128.4199982,127.4400024,127.6600037,14940700,128.4100037,1.533962539,123.0254993,121.1138002,,1.379581356,2016,7,4,3
05-07-2016,129.4700012,129.5899963,128.1699982,128.8000031,19026200,129.4700012,0.825478957,123.5529995,121.3454002,,1.380021352,2016,7,1,3
06-07-2016,130.2299957,131.1499939,129.8200073,130.5,17376700,130.2299957,0.587004325,124.1234993,121.5854001,,1.374890101,2016,7,2,3
07-07-2016,129.7400055,130.1199951,128.9799957,129.8200073,16508500,129.7400055,-0.376249904,124.5814995,121.8062003,,1.365573381,2016,7,3,3
08-07-2016,130.5200043,130.5200043,128.9700012,129.8500061,17634200,130.5200043,0.601201438,125.0449997,122.0358003,,1.365927674,2016,7,4,3
11-07-2016,129.2899933,129.8999939,129.1600037,129.4900055,10855600,129.2899933,-0.942392695,125.4224995,122.1958002,,1.397381686,2016,7,0,3
12-07-2016,127.1500015,128.5399933,126.9899979,128.5200043,26459600,127.1500015,-1.655187463,125.6479996,122.2658002,,1.459882341,2016,7,1,3
13-07-2016,128.3200073,128.4299927,127.6100006,128,7377700,128.3200073,0.920177573,125.9255001,122.3674004,,1.468721072,2016,7,2,3
14-07-2016,127.3300018,127.3700027,126.0299988,126.3099976,12132400,127.3300018,-0.771512965,126.1080002,122.4548004,,1.479993101,2016,7,3,3
15-07-2016,126.8399963,127.1900024,126.3300018,126.3799973,13892100,126.8399963,-0.384831137,126.3310001,122.5474004,,1.458743545,2016,7,4,3
18-07-2016,127.0400009,127.5,126.6299973,127.0199966,8489700,127.0400009,0.157682579,126.4855003,122.6468004,,1.435856592,2016,7,0,3
19-07-2016,127.2099991,127.3499985,126.8199997,126.9499969,5170700,127.2099991,0.133814679,126.6855003,122.7274004,,1.425567831,2016,7,1,3
20-07-2016,125.3899994,126.1200027,125.3099976,125.5,11777700,125.3899994,-1.430704904,126.9130005,122.8222003,,1.391334526,2016,7,2,3
21-07-2016,127.3000031,127.3700027,125.5999985,125.6600037,9399200,127.3000031,1.523250396,127.2330006,122.9486003,,1.421968488,2016,7,3,3
22-07-2016,126.3499985,126.5199966,126.0100021,126.4300003,7716000,126.3499985,-0.746272235,127.5450005,123.0332002,,1.425281382,2016,7,4,3
25-07-2016,125.4700012,126.2099991,125.1100006,125.5299988,13139400,125.4700012,-0.696475872,127.5185005,123.1194002,,0.929422202,2016,7,0,3
26-07-2016,126,126.1399994,125.75,126.0899963,7613200,126,0.422410755,127.4845005,123.2052002,,0.926089481,2016,7,1,3
27-07-2016,128.0299988,128.1199951,126.0400009,126.7900009,17066400,128.0299988,1.611110142,127.6200005,123.3298001,,0.959729411,2016,7,2,3
